Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2020,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,UA,MD,UA,,1,live,,Q,C
2020,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,LK,PH,,6,,live,,B,C
2020,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,UA,MD,UA,,1,live,,Q,C
2020,II,Ara hybrid,Aves,Psittaciformes,Psittacidae,Ara,LK,CZ,,25,,live,,B,C
2020,II,Ara severus,Aves,Psittaciformes,Psittacidae,Ara,MV,LK,,,1,live,,T,C
2020,II,Aratinga solstitialis,Aves,Psittaciformes,Psittacidae,Aratinga,LK,KW,,17,,live,,B,C
2020,II,Aratinga solstitialis,Aves,Psittaciformes,Psittacidae,Aratinga,MV,LK,,,20,live,,T,C
2020,II,Aratinga solstitialis,Aves,Psittaciformes,Psittacidae,Aratinga,SG,LK,,,10,live,,T,C
2020,II,Aratinga solstitialis,Aves,Psittaciformes,Psittacidae,Aratinga,TT,BB,,16,,live,,T,C
2020,II,Barnardius zonarius,Aves,Psittaciformes,Psittacidae,Barnardius,LK,CZ,,20,,live,,B,C
2020,II,Cyanoliseus patagonus,Aves,Psittaciformes,Psittacidae,Cyanoliseus,LK,CZ,,20,,live,,B,C
2020,II,Eclectus roratus,Aves,Psittaciformes,Psittacidae,Eclectus,MV,LK,,,47,live,,T,C
2020,II,Eclectus roratus,Aves,Psittaciformes,Psittacidae,Eclectus,SG,LK,,,6,live,,T,C
2020,II,Lathamus discolor,Aves,Psittaciformes,Psittacidae,Lathamus,LK,CZ,,20,,live,,B,C
2020,II,Myiopsitta monachus,Aves,Psittaciformes,Psittacidae,Myiopsitta,LK,CZ,,130,,live,,B,C
2020,II,Myiopsitta monachus,Aves,Psittaciformes,Psittacidae,Myiopsitta,LK,QA,,6,,live,,B,C
2020,II,Myiopsitta monachus,Aves,Psittaciformes,Psittacidae,Myiopsitta,MV,LK,,,20,live,,T,C
2020,II,Myiopsitta monachus,Aves,Psittaciformes,Psittacidae,Myiopsitta,SG,LK,,,10,live,,T,C
2020,II,Nandayus nenday,Aves,Psittaciformes,Psittacidae,Nandayus,LK,CZ,,20,,live,,B,C
2020,II,Neophema pulchella,Aves,Psittaciformes,Psittacidae,Neophema,LK,CZ,,60,,live,,B,C
2020,II,Neophema splendida,Aves,Psittaciformes,Psittacidae,Neophema,LK,CZ,,60,,live,,B,C
2020,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,LK,CZ,,60,,live,,B,C
2020,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,LK,CZ,,46,,live,,B,C
2020,II,Pionites leucogaster,Aves,Psittaciformes,Psittacidae,Pionites,LK,SG,,2,,live,,B,C
2020,II,Platycercus elegans,Aves,Psittaciformes,Psittacidae,Platycercus,LK,CZ,,20,,live,,B,C
2020,II,Platycercus eximius,Aves,Psittaciformes,Psittacidae,Platycercus,LK,CZ,,57,,live,,B,C
2020,II,Poicephalus gulielmi,Aves,Psittaciformes,Psittacidae,Poicephalus,LK,QA,,8,,live,,B,C
2020,II,Poicephalus gulielmi,Aves,Psittaciformes,Psittacidae,Poicephalus,SG,CD,,,70,live,,T,W
2020,II,Poicephalus meyeri,Aves,Psittaciformes,Psittacidae,Poicephalus,SG,CD,,,156,live,,T,W
2020,II,Poicephalus senegalus,Aves,Psittaciformes,Psittacidae,Poicephalus,BD,ML,,,200,live,,,
2020,II,Poicephalus senegalus,Aves,Psittaciformes,Psittacidae,Poicephalus,JO,ML,,,100,live,,,
2020,II,Poicephalus senegalus,Aves,Psittaciformes,Psittacidae,Poicephalus,KW,ML,,,400,live,,,
2020,II,Poicephalus senegalus,Aves,Psittaciformes,Psittacidae,Poicephalus,LY,ML,,,170,live,,,
2020,II,Poicephalus senegalus,Aves,Psittaciformes,Psittacidae,Poicephalus,OM,ML,,,500,live,,,
2020,II,Poicephalus senegalus,Aves,Psittaciformes,Psittacidae,Poicephalus,RU,ML,,,50,live,,,
2020,II,Poicephalus senegalus,Aves,Psittaciformes,Psittacidae,Poicephalus,SA,ML,,,200,live,,,
2020,II,Poicephalus senegalus,Aves,Psittaciformes,Psittacidae,Poicephalus,UZ,ML,,,100,live,,,
2020,II,Polytelis alexandrae,Aves,Psittaciformes,Psittacidae,Polytelis,LK,CZ,,60,,live,,B,C
2020,II,Psephotus haematonotus,Aves,Psittaciformes,Psittacidae,Psephotus,LK,CZ,,40,,live,,B,C
2020,II,Psephotus varius,Aves,Psittaciformes,Psittacidae,Psephotus,LK,CZ,,20,,live,,B,C
2020,II,Psittacula alexandri,Aves,Psittaciformes,Psittacidae,Psittacula,TT,BB,,4,,live,,T,C
2020,II,Psittacula eupatria,Aves,Psittaciformes,Psittacidae,Psittacula,UA,MD,UA,,3,live,,Q,C
2020,II,Purpureicephalus spurius,Aves,Psittaciformes,Psittacidae,Purpureicephalus,LK,CZ,,20,,live,,B,C
2020,II,Pyrrhura molinae,Aves,Psittaciformes,Psittacidae,Pyrrhura,LK,KW,,14,,live,,B,C
2020,II,Pteropus giganteus,Mammalia,Chiroptera,Pteropodidae,Pteropus,DE,LK,,,2,hair,,S,W
2020,II,Morelia spilota,Reptilia,Serpentes,Pythonidae,Morelia,RU,BY,,,1,live,,B,C
2020,II,Morelia viridis,Reptilia,Serpentes,Pythonidae,Morelia,KZ,BY,,,4,live,,B,C
2020,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,AZ,BY,,,2,live,,Z,C
2020,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,LB,BY,,,76,live,,T,C
2020,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,MO,IT,VN,2,,leather products (small),,T,C
2020,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,RU,BY,,,18,live,,T,C
2020,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,CO,VN,,74,leather products (small),,T,C
2020,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,RU,BY,,,2,live,,B,C
2020,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,LB,BY,,,4,live,,T,C
2020,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,JP,CO,VN,,2,leather products (small),,T,C
2020,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,MO,IT,VN,2,,leather products (small),,T,C
2020,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,RS,DE,ID,1,,leather products (small),,T,W
2020,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,US,CO,VN,,60,leather products (small),,T,C
2020,II,Python sebae,Reptilia,Serpentes,Pythonidae,Python,ES,CM,,,1,trophies,,H,W
2020,II,Python sebae,Reptilia,Serpentes,Pythonidae,Python,FR,CM,,,1,skins,,H,W
2020,II,Python sebae,Reptilia,Serpentes,Pythonidae,Python,FR,ML,,,600,skins,,,
2020,II,Python sebae,Reptilia,Serpentes,Pythonidae,Python,RU,CM,,,1,trophies,,H,W
2020,II,Python sebae,Reptilia,Serpentes,Pythonidae,Python,US,CM,,,2,skins,,H,W
2020,II,Python sebae,Reptilia,Serpentes,Pythonidae,Python,US,CM,,,6,trophies,,H,W
2020,II,Ramphastos toco,Aves,Piciformes,Ramphastidae,Ramphastos,LK,PH,,2,,live,,B,C
2020,II,Ramphastos tucanus,Aves,Piciformes,Ramphastidae,Ramphastos,LK,SG,,6,,live,,B,C
2020,II,Ramphastos vitellinus,Aves,Piciformes,Ramphastidae,Ramphastos,LK,PH,,2,,live,,B,C
2020,II,Ramphastos vitellinus,Aves,Piciformes,Ramphastidae,Ramphastos,LK,SG,,4,,live,,B,C
2020,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,IT,CV,,,1,specimens,,S,W
2020,II,Rhina ancylostoma,Elasmobranchii,Rhinopristiformes,Rhinidae,Rhina,SG,LK,,,600,fins,kg,T,W
2020,II,Rhynchobatus spp.,Elasmobranchii,Rhinopristiformes,Rhinidae,Rhynchobatus,HK,LK,,,185.35,fins,kg,T,W
2020,II,Rhynchobatus spp.,Elasmobranchii,Rhinopristiformes,Rhinidae,Rhynchobatus,SG,LK,,,1600,fins,kg,T,W
2020,II,Rhynchobatus djiddensis,Elasmobranchii,Rhinopristiformes,Rhinidae,Rhynchobatus,HK,LK,,,200,bodies,kg,T,W
2020,II,Prunus africana,,Rosales,Rosaceae,Prunus,BA,RS,CM,,3.54,extract,kg,T,W
2020,II,Prunus africana,,Rosales,Rosaceae,Prunus,ES,CD,,,102000,bark,kg,T,W
2020,II,Pandinus dictator,Arachnida,Scorpiones,Scorpionidae,Pandinus,CA,CM,,,20,live,,T,W
2020,II,Pandinus dictator,Arachnida,Scorpiones,Scorpionidae,Pandinus,ES,CM,,,200,live,,T,W
2020,II,Pandinus dictator,Arachnida,Scorpiones,Scorpionidae,Pandinus,JP,CM,,,30,live,,T,W
2020,II,Pandinus dictator,Arachnida,Scorpiones,Scorpionidae,Pandinus,US,CM,,,150,live,,T,W
2020,II,Pandinus imperator,Arachnida,Scorpiones,Scorpionidae,Pandinus,US,CD,,,13000,live,,T,W
2020,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,GB,TT,,,4,fins,cm3,S,W
2020,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,LK,,,1302,fins,kg,T,W
2020,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,IT,CV,,,13,specimens,,S,W
2020,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,SG,LK,,,1200,fins,kg,T,W
2020,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,CV,,,13,specimens,,S,W
2020,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,GB,TT,,,2,fins,cm3,S,W
2020,II,Sphyrna zygaena,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,LK,,,64.6,fins,kg,T,W
2020,II,Ptilopsis leucotis,Aves,Strigiformes,Strigidae,Ptilopsis,KW,ML,,,60,live,,,
2020,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,TW,TT,,,9.07,meat,kg,T,X
2020,II,Hippocampus comes,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,AE,LK,,,10,live,,T,C
2020,II,Hippocampus comes,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,BD,LK,,,50,live,,T,C
2020,II,Hippocampus comes,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,CA,LK,,,60,live,,T,C
2020,II,Hippocampus comes,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,GB,LK,,,1200,live,,T,C
2020,II,Hippocampus comes,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,JO,LK,,,200,live,,T,C
2020,II,Hippocampus comes,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,JP,LK,,,200,live,,T,C
2020,II,Hippocampus comes,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,KW,LK,,,220,live,,T,C
2020,II,Hippocampus comes,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,NZ,LK,,,20,live,,T,C
2020,II,Hippocampus comes,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,RU,LK,,,60,live,,T,C
2020,II,Hippocampus reidi,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,AE,LK,,,50,live,,T,C
2020,II,Hippocampus reidi,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,BD,LK,,,90,live,,T,C
2020,II,Hippocampus reidi,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,DE,LK,,,150,live,,T,C
2020,II,Hippocampus reidi,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,FR,LK,,,150,live,,T,C
2020,II,Hippocampus reidi,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,GB,LK,,,1200,live,,T,C
2020,II,Hippocampus reidi,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,JO,LK,,,200,live,,T,C
2020,II,Hippocampus reidi,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,JP,LK,,,450,live,,T,C
2020,II,Hippocampus reidi,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,KR,LK,,,200,live,,T,C
2020,II,Hippocampus reidi,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,KW,LK,,,220,live,,T,C
2020,II,Hippocampus reidi,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,NL,LK,,,500,live,,T,C
2020,II,Hippocampus reidi,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,NZ,LK,,,60,live,,T,C
2020,II,Hippocampus reidi,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,PL,LK,,,240,live,,T,C
2020,II,Hippocampus reidi,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,RU,LK,,,100,live,,T,C
2020,II,Centrochelys sulcata,Reptilia,Testudines,Testudinidae,Centrochelys,HK,ML,,,230,live,,,
2020,II,Centrochelys sulcata,Reptilia,Testudines,Testudinidae,Centrochelys,ID,ML,,,500,live,,,
2020,II,Centrochelys sulcata,Reptilia,Testudines,Testudinidae,Centrochelys,TG,ML,,,2420,live,,,
2020,II,Centrochelys sulcata,Reptilia,Testudines,Testudinidae,Centrochelys,TW,ML,,,550,live,,,
2020,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,TH,CO,,,200,live,,T,C
2020,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,CN,ET,,,80,live,,T,W
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,IT,UZ,,,500,live,,T,W
2020,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,ML,BE,,130,,unspecified,,,
2020,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,AE,LA,,,5,oil,l,T,A
2020,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,AE,LK,,,70,oil,ml,T,A
2020,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,CN,LA,,,15,chips,kg,T,A
2020,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,CN,LA,,,500,powder,kg,T,A
2020,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,DE,LK,,,4,oil,ml,T,A
2020,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,FR,LA,,,100,oil,g,T,A
2020,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,FR,LA,,,29,oil,l,T,A
2020,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,JP,LK,,,1,oil,ml,T,A
2020,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,KR,LA,,,52,chips,kg,T,A
2020,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,KR,LA,,,500,oil,g,T,A
2020,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,KW,LA,,,40,chips,kg,T,A
2020,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,MY,LA,,,200,powder,kg,T,A
2020,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,QA,LK,,,2,oil,ml,T,A
2020,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,SA,LK,,,11.4,oil,ml,T,A
2020,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,SU,LA,,,1724,chips,kg,T,A
2020,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,TH,LA,,,469.7,chips,kg,T,A
2020,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,TH,LA,,,5,oil,l,T,A
2020,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,TW,LA,,,15103,powder,kg,T,A
2020,II,Aquilaria sinensis,,Myrtales,Thymelaeaceae,Aquilaria,CN,LA,CN,,31,leaves,,S,W
2020,II,Gyrinops walla,,Myrtales,Thymelaeaceae,Gyrinops,AE,LK,,,57.06,chips,kg,T,A
2020,II,Gyrinops walla,,Myrtales,Thymelaeaceae,Gyrinops,AE,LK,,,66.93,chips,kg,T,I
2020,II,Gyrinops walla,,Myrtales,Thymelaeaceae,Gyrinops,IN,LK,,,500,chips,g,T,I
2020,II,Gyrinops walla,,Myrtales,Thymelaeaceae,Gyrinops,IN,LK,,,642,oil,g,T,I
2020,II,Gyrinops walla,,Myrtales,Thymelaeaceae,Gyrinops,KW,LK,,,56.55,chips,kg,T,I
2020,II,Gyrinops walla,,Myrtales,Thymelaeaceae,Gyrinops,QA,LK,,,4.33,chips,kg,T,I
2020,II,Gyrinops walla,,Myrtales,Thymelaeaceae,Gyrinops,SA,LK,,,67.99,chips,kg,T,I
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,LK,VN,,10,,live,,T,C
2020,II,Anthocephala floriceps,Aves,Apodiformes,Trochilidae,Anthocephala,US,CO,,,0.5,specimens,ml,S,W
2020,II,Chalcostigma heteropogon,Aves,Apodiformes,Trochilidae,Chalcostigma,US,CO,,,0.5,specimens,ml,S,W
2020,II,Eriocnemis cupreoventris,Aves,Apodiformes,Trochilidae,Eriocnemis,US,CO,,,0.5,specimens,ml,S,W
2020,II,Lepidopyga goudoti,Aves,Apodiformes,Trochilidae,Lepidopyga,US,CO,,,0.5,specimens,ml,S,W
2020,II,Leucippus fallax,Aves,Apodiformes,Trochilidae,Leucippus,US,CO,,,0.5,specimens,ml,S,W
2020,II,Oxypogon guerinii,Aves,Apodiformes,Trochilidae,Oxypogon,US,CO,,,0.5,specimens,ml,S,W
2020,II,Sternoclyta cyanopectus,Aves,Apodiformes,Trochilidae,Sternoclyta,US,CO,,,0.5,specimens,ml,S,W
2020,II,Urochroa bougueri,Aves,Apodiformes,Trochilidae,Urochroa,US,CO,,,0.5,specimens,ml,S,W
2020,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,FI,RU,,2,,trophies,,H,W
2020,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,MD,RU,,1,,trophies,,H,W
2020,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,UA,BY,RU,,3,live,,Q,C
2020,II,Ursus arctos isabellinus,Mammalia,Carnivora,Ursidae,Ursus,JO,PK,,,2,live,,Z,C
2020,II,Varanus acanthurus,Reptilia,Sauria,Varanidae,Varanus,RU,BY,,,1,live,,B,C
2020,II,Varanus albigularis,Reptilia,Sauria,Varanidae,Varanus,US,CD,,,1000,live,,T,W
2020,II,Varanus beccarii,Reptilia,Sauria,Varanidae,Varanus,RU,BY,,,2,live,,Q,C
2020,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,FR,MG,TD,,147,leather products (small),,T,W
2020,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,FR,ML,,,13250,skins,,,
2020,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,MO,FR,ML,4,,leather products (small),,T,W
2020,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,MO,FR,TD,2,,leather products (small),,T,W
2020,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,US,CM,,,10,live,,T,W
2020,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,US,CO,ML,,10,leather products (small),,T,W
2020,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,FR,MG,MY,,59,leather products (small),,T,W
2020,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,GB,CO,ID,,8,leather products (small),,T,W
2020,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,MG,FR,ID,100,,skin pieces,,T,W
2020,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,MG,FR,MY,60,,leather products (small),,T,W
2020,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,MG,FR,MY,60,,skins,,T,W
2020,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,MO,FR,MY,6,,leather products (small),,T,W
2020,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,US,CO,ID,,131,leather products (small),,T,W
2020,II,Cyphostemma laza,,Rhamnales,Vitaceae,Cyphostemma,TW,MG,,,5,live,,T,A
2020,II,Cyphostemma montagnacii,,Rhamnales,Vitaceae,Cyphostemma,TW,MG,,,5,live,,T,A
2020,III,Capra hircus aegagrus,Mammalia,Artiodactyla,Bovidae,Capra,CA,PK,,,1,trophies,,H,W
2020,III,Capra hircus aegagrus,Mammalia,Artiodactyla,Bovidae,Capra,DE,PK,,,1,trophies,,H,W
2020,III,Capra hircus aegagrus,Mammalia,Artiodactyla,Bovidae,Capra,ES,PK,,,1,trophies,,H,W
2020,III,Capra hircus aegagrus,Mammalia,Artiodactyla,Bovidae,Capra,SE,PK,,,2,trophies,,H,W
2020,III,Capra hircus aegagrus,Mammalia,Artiodactyla,Bovidae,Capra,US,PK,,,3,trophies,,H,W
2020,III,Capra sibirica,Mammalia,Artiodactyla,Bovidae,Capra,CA,PK,,,1,trophies,,H,W
2020,III,Capra sibirica,Mammalia,Artiodactyla,Bovidae,Capra,CH,PK,,,1,trophies,,H,W
2020,III,Capra sibirica,Mammalia,Artiodactyla,Bovidae,Capra,DE,PK,,,4,trophies,,H,W
2020,III,Capra sibirica,Mammalia,Artiodactyla,Bovidae,Capra,IT,PK,,,2,trophies,,H,W
2020,III,Capra sibirica,Mammalia,Artiodactyla,Bovidae,Capra,KZ,PK,,,1,trophies,,H,W
2020,III,Capra sibirica,Mammalia,Artiodactyla,Bovidae,Capra,MD,RU,,1,,live,,Z,C
2020,III,Capra sibirica,Mammalia,Artiodactyla,Bovidae,Capra,RU,PK,,,2,trophies,,H,W
2020,III,Capra sibirica,Mammalia,Artiodactyla,Bovidae,Capra,US,PK,,,4,trophies,,H,W
2020,III,Pseudois nayaur,Mammalia,Artiodactyla,Bovidae,Pseudois,ES,PK,,,1,trophies,,H,W
2020,III,Gnetum spp.,,Pinales,Gnetaceae,Gnetum,CN,LA,,,31,leaves,,S,W
2020,III,Gnetum montanum,,Pinales,Gnetaceae,Gnetum,CN,LA,XX,,31,leaves,,S,W
2020,III,Martes flavigula,Mammalia,Carnivora,Mustelidae,Martes,MD,RU,,1,,live,,Z,C
2020,III,Mustela sibirica,Mammalia,Carnivora,Mustelidae,Mustela,US,LK,XX,,38.214,hair,g,T,W
2020,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,PK,,,50,trophies,,T,C
2020,III,Potamotrygon magdalenae,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,MX,CO,,,120,live,,T,W
2020,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,CA,CO,,,12,live,,T,W
2020,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,IL,CO,,,4,live,,T,W
2020,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,MX,CO,,,4,live,,T,W
2020,III,Potamotrygon orbignyi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,MX,CO,,,4,live,,T,W
2020,III,Potamotrygon schroederi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,CN,CO,,,60,live,,T,W
2020,III,Daboia russelii,Reptilia,Serpentes,Viperidae,Daboia,RU,LK,,,4,live,,T,C
2020,III,Civettictis civetta,Mammalia,Carnivora,Viverridae,Civettictis,ES,CM,,,1,trophies,,H,W
2020,III,Civettictis civetta,Mammalia,Carnivora,Viverridae,Civettictis,FR,ET,,,90.1,musk,kg,T,R
2020,III,Civettictis civetta,Mammalia,Carnivora,Viverridae,Civettictis,KR,ET,,,670,musk,kg,T,R
2020,III,Civettictis civetta,Mammalia,Carnivora,Viverridae,Civettictis,RU,CM,,,2,trophies,,H,W
2021,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,FR,MG,TD,,53,leather products (small),,T,W
